2 ,23 , PGPGPL , C , 11 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 11 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 8 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 8 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 8 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 8 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 8 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 8 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 2 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 6 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 6 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 6 , 04/10/2019 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,23 , PGPGPL , C , 1 , 04/10/2019 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 7 , 01/06/2023 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 7 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 3 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 2 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 8 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 1 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 7 , 14/04/2021 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 6 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 4 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 5 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 7 , 01/06/2023 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 7 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 3 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 2 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 8 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 1 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 7 , 14/04/2021 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 6 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 4 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,24 , HCG , C , 5 , 02/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 2 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 16/06/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 28/02/2024 00:00:00 , 3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 16/05/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 7 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 13 , 01/05/2022 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 3 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 15 , 16/05/2023 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 7 , 14/04/2021 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 1 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 2 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 16/06/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 28/02/2024 00:00:00 , 3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 16/05/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 7 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 8 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 4 , 16/06/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 13 , 01/05/2022 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 3 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 15 , 16/05/2023 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 7 , 14/04/2021 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,25 , GGL , C , 1 , 09/12/2019 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 18 , 01/01/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 18 , 01/01/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 18 , 01/02/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 2 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 14 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 13 , 01/02/2023 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 10 , 01/02/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 20 , 01/02/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 15 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 17 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 4 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 9 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 1 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 7 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 23 , 19/09/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 16 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 6 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 5 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 12 , 01/02/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 21 , 01/02/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 11 , 01/02/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 3 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 8 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 18 , 01/01/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 18 , 01/01/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 18 , 01/02/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 2 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 14 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 13 , 01/02/2023 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 10 , 01/02/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 20 , 01/02/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 15 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 17 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 4 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 9 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 1 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 7 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 23 , 19/09/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 16 , 01/02/2023 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 6 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 5 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 12 , 01/02/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 21 , 01/02/2023 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 11 , 01/02/2023 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 3 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,26 , CFC , C , 8 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 12 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 3 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 6 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 1 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 11 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 9 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 9 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 4 , 01/01/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 4 , 01/10/2022 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 8 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 5 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 25 , 01/10/2022 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 29 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 13 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 12 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 3 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 6 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 1 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 14 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 11 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 26 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 9 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 9 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 4 , 01/01/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 4 , 01/10/2022 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 8 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 5 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 7 , 01/01/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 25 , 01/10/2022 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 29 , 01/10/2022 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 2 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,27 , IFFCO , C , 13 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,28 , HGL-RLNG , C , 3 , 15/11/2021 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,28 , HGL-RLNG , C , 1 , 01/02/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,28 , HGL-RLNG , C , 2 , 01/02/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,28 , HGL-RLNG , C , 3 , 15/11/2021 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,28 , HGL-RLNG , C , 1 , 01/02/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,28 , HGL-RLNG , C , 2 , 01/02/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 9 , 01/01/2020 00:00:00 , P6, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 9 , 01/01/2020 00:00:00 , P6, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 13 , 01/01/2020 00:00:00 , P7, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 13 , 01/01/2020 00:00:00 , P7, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 10 , 01/01/2020 00:00:00 , P8, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 10 , 01/01/2020 00:00:00 , P8, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 11 , 01/01/2020 00:00:00 , P9, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 11 , 01/01/2020 00:00:00 , P9, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 12 , 01/01/2020 00:00:00 , P10, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 12 , 01/01/2020 00:00:00 , P10, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P1, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P2, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P3, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P4, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P4, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P5, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P5, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P10, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P11, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , P11, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
2 ,29 , PipeInfra , C , 1 , 01/01/2020 00:00:00 , B, 	(21-FEB-2025 15:01:17)	 (Not Inserted)
